Census Year,LSOA Code,Road Length,Population,IMD Decile
2014,E01000001,2855.4747,1513,9
2014,E01000002,4287.94264,1522,10
2014,E01000003,1073.70528,1371,5
2014,E01000005,4528.47931,1356,3
2014,E01000006,2706.90319,1849,5
2014,E01000007,4321.99828,1588,3
2014,E01000008,2619.83847,1617,2
2014,E01000009,2805.97979,1795,3
2014,E01000010,6171.92235,3309,3
2014,E01000011,1475.06808,1643,3
2014,E01000012,2035.91238,1956,2
2014,E01000013,2959.98799,1796,2
2014,E01000014,3362.66979,1703,2
2014,E01000015,3065.69288,2411,2
2014,E01000016,2813.58688,1727,3
2014,E01000017,2470.73519,1679,2
2014,E01000018,2432.53655,1786,2
2014,E01000019,3086.98059,1507,2
2014,E01000020,3323.71021,1937,2
2014,E01000021,3478.62491,1621,2
2014,E01000022,2608.13968,1345,2
2014,E01000023,4615.90816,2126,2
2014,E01000024,2418.78953,1392,3
2014,E01000025,2289.46491,1680,2
2014,E01000027,9285.21525,1806,2
2014,E01000028,2505.72996,1637,2
2014,E01000029,4546.89544,1651,4
2014,E01000030,5475.30582,2141,2
2014,E01000031,7740.48297,1690,4
2014,E01000032,4401.37588,1681,3
2014,E01000033,2522.66689,1492,2
2014,E01000034,4537.30678,1532,2
2014,E01000035,5171.77089,1770,4
2014,E01000036,5506.46101,1436,5
2014,E01000037,3978.5625,1757,5
2014,E01000038,3933.37899,1506,5
2014,E01000039,5529.81611,1624,4
2014,E01000040,2915.45104,1606,2
2014,E01000041,2248.05234,1724,3
2014,E01000042,4466.67605,1942,2
2014,E01000043,4411.79937,1430,3
2014,E01000044,3102.03927,1928,3
2014,E01000045,5910.56515,1654,2
2014,E01000046,2124.14568,1830,3
2014,E01000048,769.929004,1773,1
2014,E01000049,3039.49086,1895,2
2014,E01000050,2797.983,1842,2
2014,E01000051,1064.50697,1245,2
2014,E01000052,4359.86291,2154,2
2014,E01000053,3500.54847,1599,2
2014,E01000054,2338.07083,1806,3
2014,E01000055,1814.50154,1690,3
2014,E01000056,2909.35874,1631,2
2014,E01000057,2617.12658,1516,3
2014,E01000058,2627.37773,2005,3
2014,E01000059,2607.39588,1579,3
2014,E01000060,6763.81849,1920,2
2014,E01000061,4234.70983,1838,1
2014,E01000062,5427.9971,2043,3
2014,E01000063,2572.97453,1679,2
2014,E01000064,4631.09778,2105,2
2014,E01000065,4411.82918,1797,2
2014,E01000066,4912.35429,2103,4
2014,E01000067,5329.23611,2149,5
2014,E01000068,3001.68778,1679,4
2014,E01000069,3117.04136,1843,6
2014,E01000070,4431.6645,2101,5
2014,E01000071,4663.66582,2465,5
2014,E01000072,4070.97628,2079,2
2014,E01000073,3120.02397,1747,2
2014,E01000074,2536.0311,1622,2
2014,E01000075,4595.14109,1756,2
2014,E01000076,2515.80333,2044,2
2014,E01000077,2523.21392,1525,2
2014,E01000078,3196.06148,1776,2
2014,E01000079,3163.52914,1579,2
2014,E01000080,2522.3371,1593,3
2014,E01000081,2582.49313,1710,3
2014,E01000082,2359.83703,1778,3
2014,E01000083,3388.26643,1760,2
2014,E01000084,2252.61352,1377,2
2014,E01000085,2923.64529,1762,2
2014,E01000086,2188.22537,1442,2
2014,E01000087,4594.87135,1425,2
2014,E01000088,2810.41633,2060,3
2014,E01000089,2121.84576,1840,3
2014,E01000090,16991.739,1704,3
2014,E01000091,3234.28201,2001,2
2014,E01000092,25655.97,3984,2
2014,E01000093,4190.77537,1703,1
2014,E01000094,7533.30816,1639,3
2014,E01000095,24313.3002,1848,3
2014,E01000096,7271.33846,1301,2
2014,E01000097,3685.79177,1789,2
2014,E01000098,3615.70777,1891,2
2014,E01000099,4793.26351,2241,3
2014,E01000100,2648.61257,1675,3
2014,E01000101,3174.52996,1663,2
2014,E01000102,3517.17541,1694,2
2014,E01000103,4853.38297,1526,3
2014,E01000104,4095.67863,1760,2
2014,E01000105,3067.83534,2321,1
2014,E01000106,4127.94696,2101,2
2014,E01000107,3715.29009,1711,3
2014,E01000108,3543.87612,1655,3
2014,E01000109,5432.99556,1796,4
2014,E01000110,3201.07773,1457,5
2014,E01000111,5433.94677,1993,3
2014,E01000112,4054.84463,2095,4
2014,E01000113,3706.35167,1816,4
2014,E01000114,4410.12352,2243,4
2014,E01000115,4063.98321,1457,9
2014,E01000116,6361.03555,1887,9
2014,E01000117,5832.6269,1883,8
2014,E01000118,6285.44142,2062,8
2014,E01000119,4117.48804,1716,7
2014,E01000120,4107.98664,1519,10
2014,E01000121,4901.6252,1473,2
2014,E01000122,4469.4493,1464,8
2014,E01000123,7362.88409,1752,8
2014,E01000124,3442.89598,1689,4
2014,E01000125,4904.16383,3086,3
2014,E01000126,2875.80856,2236,2
2014,E01000127,2237.09161,1554,3
2014,E01000128,3238.09489,1952,3
2014,E01000129,4111.87945,1906,3
2014,E01000130,2723.91605,1748,3
2014,E01000131,3277.55843,1864,5
2014,E01000132,2619.44691,1555,4
2014,E01000133,2528.74089,1624,3
2014,E01000134,3228.8572,1696,4
2014,E01000135,3737.90526,1699,7
2014,E01000136,5762.26434,1576,8
2014,E01000137,1824.14346,1755,3
2014,E01000138,4236.2626,1542,3
2014,E01000139,4602.3257,1495,7
2014,E01000140,3205.9329,1683,6
2014,E01000141,4942.74771,2152,3
2014,E01000142,4155.24957,2449,6
2014,E01000143,2294.79633,1535,3
2014,E01000144,4012.81928,1694,5
2014,E01000145,2922.73071,1625,6
2014,E01000146,4303.44779,1761,5
2014,E01000147,3422.97248,1838,7
2014,E01000148,4310.37126,2194,3
2014,E01000150,6055.09673,2168,6
2014,E01000151,2205.30204,1779,2
2014,E01000152,3298.96161,1709,3
2014,E01000153,2526.0126,1965,2
2014,E01000154,2373.73861,1171,3
2014,E01000155,4730.77497,2977,5
2014,E01000156,3114.01741,2053,9
2014,E01000157,2541.9154,1606,7
2014,E01000158,3037.51152,1528,5
2014,E01000159,4959.91496,1809,6
2014,E01000160,4719.92163,2226,7
2014,E01000161,5013.83998,2034,6
2014,E01000162,3977.17967,1620,5
2014,E01000163,3909.67549,1689,3
2014,E01000164,7944.22464,1795,4
2014,E01000165,4109.25506,1882,7
2014,E01000166,4456.72741,1638,6
2014,E01000167,5940.18643,1338,3
2014,E01000168,4214.33576,1623,9
2014,E01000169,3511.00419,1608,7
2014,E01000170,4275.37792,1704,5
2014,E01000171,5357.61257,2006,4
2014,E01000172,4692.23612,1717,9
2014,E01000173,6166.66016,1755,8
2014,E01000174,3641.50906,1783,6
2014,E01000175,5951.59185,1660,9
2014,E01000176,4731.63411,1667,3
2014,E01000177,3090.9971,1731,9
2014,E01000178,5219.26216,1846,9
2014,E01000179,2321.08142,1723,9
2014,E01000180,3502.00073,1684,6
2014,E01000181,2651.12901,1773,9
2014,E01000182,3396.08991,1869,9
2014,E01000183,4285.77854,1464,8
2014,E01000184,14577.0317,1617,3
2014,E01000185,2540.56452,1505,4
2014,E01000186,4435.79959,1676,10
2014,E01000187,3376.54181,1712,7
2014,E01000188,22160.8852,1603,9
2014,E01000189,3683.56995,1440,4
2014,E01000190,3844.02104,1624,8
2014,E01000191,4762.89865,1508,9
2014,E01000192,5026.70197,2009,6
2014,E01000193,4571.12651,1942,6
2014,E01000194,5020.75579,1795,5
2014,E01000195,6086.89703,1997,3
2014,E01000196,4907.19764,1951,7
2014,E01000197,3659.96793,1960,7
2014,E01000198,6264.76294,2057,7
2014,E01000199,4661.81464,1649,9
2014,E01000200,4885.41724,1925,8
2014,E01000201,6021.17703,1522,9
2014,E01000202,3925.45555,1783,9
2014,E01000203,6067.22812,1797,6
2014,E01000204,3666.15247,1659,8
2014,E01000205,4788.40921,1587,9
2014,E01000206,12776.0009,1552,8
2014,E01000207,5775.65179,1557,9
2014,E01000208,7135.79479,1560,9
2014,E01000209,4871.37442,1508,9
2014,E01000210,9147.35145,1547,9
2014,E01000211,6376.33389,2231,6
2014,E01000212,4968.59262,1439,8
2014,E01000213,4283.28312,1361,9
2014,E01000214,3506.35143,1722,8
2014,E01000215,3728.17292,2198,7
2014,E01000216,3294.22423,2069,8
2014,E01000217,3368.09625,1829,8
2014,E01000218,3225.4061,1934,6
2014,E01000219,3868.05887,1956,5
2014,E01000220,2520.32074,2035,6
2014,E01000221,9539.40073,1350,1
2014,E01000222,4445.12879,1721,3
2014,E01000223,8330.45226,1368,2
2014,E01000224,2942.47924,1682,5
2014,E01000225,4663.10719,1892,8
2014,E01000226,3456.63551,1796,3
2014,E01000227,3778.13903,1929,8
2014,E01000228,14621.6787,1558,7
2014,E01000229,3749.15636,1757,4
2014,E01000230,4478.63515,1872,9
2014,E01000231,7353.05444,1942,6
2014,E01000232,5695.27258,1942,6
2014,E01000233,4205.23327,1837,8
2014,E01000234,3936.83639,1788,8
2014,E01000235,4647.01325,1794,4
2014,E01000236,4153.47546,1910,8
2014,E01000237,4661.95566,2179,8
2014,E01000238,4228.81984,2026,6
2014,E01000239,9142.26896,2099,4
2014,E01000240,6992.94042,1781,5
2014,E01000241,4169.88667,1810,8
2014,E01000242,5322.81611,1694,5
2014,E01000243,3980.46401,1928,7
2014,E01000244,3312.99713,1855,6
2014,E01000245,3340.19474,2148,4
2014,E01000246,6496.79417,1538,8
2014,E01000247,3818.91433,1728,8
2014,E01000248,4979.93233,1717,9
2014,E01000249,5632.89841,1540,10
2014,E01000250,7054.7043,2649,7
2014,E01000251,5557.52997,2033,5
2014,E01000252,4124.32976,1689,7
2014,E01000253,16372.2081,1696,8
2014,E01000254,9034.72496,1596,9
2014,E01000255,8838.49408,1451,5
2014,E01000256,6294.27898,1862,8
2014,E01000257,6673.13506,1861,4
2014,E01000258,9202.45105,1755,8
2014,E01000259,10144.2847,2752,7
2014,E01000260,11621.032,2046,5
2014,E01000261,10569.3846,1608,9
2014,E01000262,18633.8103,2389,7
2014,E01000263,5272.19258,1571,10
2014,E01000264,8481.9133,1753,6
2014,E01000265,3656.1663,2004,6
2014,E01000266,4576.67401,1526,9
2014,E01000267,4324.40007,1538,7
2014,E01000268,4703.66013,1978,6
2014,E01000269,5309.47036,1498,8
2014,E01000270,4541.28796,1530,7
2014,E01000271,5264.185,1578,9
2014,E01000272,4595.48865,1288,10
2014,E01000273,4819.38188,1527,7
2014,E01000274,3930.86663,1938,6
2014,E01000275,3833.16391,1733,7
2014,E01000276,3713.97731,1514,10
2014,E01000277,4072.2074,1799,5
2014,E01000278,3494.68699,1565,10
2014,E01000279,14375.6389,1470,8
2014,E01000280,5073.26816,1377,10
2014,E01000281,5042.89232,1377,8
2014,E01000282,5133.41372,1716,9
2014,E01000283,3882.57338,1412,10
2014,E01000284,4661.93694,1725,6
2014,E01000285,3612.6332,1421,6
2014,E01000286,3778.09553,1657,4
2014,E01000287,4411.23857,1652,4
2014,E01000288,4049.57101,1631,7
2014,E01000289,3511.86537,1906,2
2014,E01000290,9645.075,1646,5
2014,E01000291,3193.11253,1647,3
2014,E01000292,4114.0433,1525,7
2014,E01000293,4234.0817,1786,9
2014,E01000294,4400.07215,1681,7
2014,E01000295,3782.01078,1742,7
2014,E01000296,4545.19438,1739,7
2014,E01000297,3430.04409,1491,8
2014,E01000298,4052.14792,1865,7
2014,E01000299,3279.29464,1968,6
2014,E01000300,2855.17998,1642,7
2014,E01000301,4411.31421,1516,9
2014,E01000302,3659.52637,2052,6
2014,E01000303,3504.62759,1623,9
2014,E01000304,3054.40963,1626,7
2014,E01000305,7006.12464,1808,3
2014,E01000306,2974.77969,1685,7
2014,E01000307,13629.0189,1680,4
2014,E01000308,2912.7657,1772,3
2014,E01000309,5679.02932,1903,7
2014,E01000310,6599.92686,2085,5
2014,E01000311,4602.5466,1697,8
2014,E01000312,2312.92337,1873,4
2014,E01000313,4327.46645,2099,5
2014,E01000314,4699.59649,1935,8
2014,E01000315,6177.62455,1800,3
2014,E01000316,6655.69985,2497,5
2014,E01000317,3371.35537,1640,8
2014,E01000318,3829.4528,1867,6
2014,E01000319,2325.24985,1567,8
2014,E01000320,4944.65104,1584,8
2014,E01000321,3309.75364,1757,6
2014,E01000322,4131.60841,1802,6
2014,E01000323,4174.88028,2269,5
2014,E01000324,4396.0448,1873,7
2014,E01000325,4508.4537,1613,10
2014,E01000326,4834.18155,1324,7
2014,E01000327,5056.72013,1554,9
2014,E01000328,5978.00422,1521,7
2014,E01000329,4028.09542,1340,6
2014,E01000330,4708.82838,1554,5
2014,E01000331,6463.90605,1620,3
2014,E01000332,4923.37094,1579,6
2014,E01000333,5376.41958,1787,4
2014,E01000334,3773.42972,1685,7
2014,E01000335,14639.4622,2070,3
2014,E01000336,4111.4574,1985,3
2014,E01000337,4487.98917,1796,5
2014,E01000338,3891.66635,1863,5
2014,E01000339,4570.95848,1607,6
2014,E01000340,5023.9524,1553,7
2014,E01000341,4762.56064,1541,8
2014,E01000342,4880.81992,1596,8
2014,E01000343,5013.84276,1573,9
2014,E01000344,4647.9225,1615,9
2014,E01000345,3341.84671,1372,9
2014,E01000346,5870.77523,1702,8
2014,E01000347,5359.11416,1507,8
2014,E01000348,3893.00748,1573,10
2014,E01000349,6335.81557,1698,9
2014,E01000350,4724.85818,1541,9
2014,E01000351,4848.35546,1649,9
2014,E01000352,8056.0393,1653,6
2014,E01000353,5274.41396,1721,10
2014,E01000354,3319.4199,1520,5
2014,E01000355,4973.99381,1520,9
2014,E01000356,5204.57318,1608,9
2014,E01000357,2580.3162,1486,10
2014,E01000358,4665.74688,1669,9
2014,E01000359,3185.05307,1270,9
2014,E01000360,8266.81707,1716,5
2014,E01000361,3697.96132,1580,8
2014,E01000362,7770.21504,1574,7
2014,E01000363,6279.87291,1495,8
2014,E01000364,7555.61216,1606,7
2014,E01000365,4293.07024,1776,6
2014,E01000366,4792.07716,1696,8
2014,E01000367,4697.37759,1469,3
2014,E01000368,2755.42733,1563,2
2014,E01000369,3767.65809,1623,6
2014,E01000370,4780.99529,1634,7
2014,E01000371,3874.83367,1628,9
2014,E01000372,4084.87573,1742,3
2014,E01000373,1385.82652,817,3
2014,E01000374,9697.90529,1542,2
2014,E01000375,6634.86096,1769,5
2014,E01000376,5270.22408,1592,6
2014,E01000377,4959.26065,1461,7
2014,E01000378,11711.2508,2640,5
2014,E01000379,4853.89631,1738,5
2014,E01000380,3963.59492,1681,4
2014,E01000381,15369.2853,1666,3
2014,E01000382,4909.55576,1584,9
2014,E01000383,22726.6966,1516,5
2014,E01000384,3745.83588,1752,7
2014,E01000385,6376.35038,1966,3
2014,E01000386,7673.95697,1505,2
2014,E01000387,4151.04442,1588,7
2014,E01000388,5481.58774,1518,8
2014,E01000389,5388.72595,1691,8
2014,E01000390,6321.29004,1305,8
2014,E01000391,4758.45181,1713,7
2014,E01000392,4548.83343,1790,4
2014,E01000393,4948.11006,1648,8
2014,E01000394,4487.8253,1529,8
2014,E01000395,4015.0106,1416,10
2014,E01000396,4346.21982,1405,9
2014,E01000398,3594.01078,1594,5
2014,E01000399,4744.82911,1624,8
2014,E01000400,3937.20887,1600,6
2014,E01000401,4815.20081,1831,5
2014,E01000402,4925.75287,1556,4
2014,E01000403,10700.7493,2176,3
2014,E01000404,3659.50734,2405,3
2014,E01000405,5592.25953,1485,3
2014,E01000406,6639.13126,1591,4
2014,E01000407,5465.29375,1486,6
2014,E01000408,11989.9676,1740,4
2014,E01000409,3102.04297,1676,9
2014,E01000410,5853.73361,1640,9
2014,E01000411,4387.87808,1454,8
2014,E01000412,5591.73638,1770,9
2014,E01000413,6499.67565,1352,8
2014,E01000414,5423.80883,1800,7
2014,E01000415,3141.24437,1502,9
2014,E01000416,3762.82086,1598,4
2014,E01000417,6498.15202,1702,5
2014,E01000418,5724.7709,1942,5
2014,E01000419,4570.90275,1433,8
2014,E01000420,3854.44943,1541,8
2014,E01000421,4162.86717,1455,9
2014,E01000422,2096.13763,1925,2
2014,E01000423,5327.4625,1707,10
2014,E01000424,4860.68042,1710,9
2014,E01000425,5124.16324,1753,9
2014,E01000426,5264.10763,1682,8
2014,E01000427,5955.12298,1966,7
2014,E01000428,12861.503,1830,4
2014,E01000429,3607.20081,1639,2
2014,E01000430,11047.5624,1934,6
2014,E01000431,3207.73544,1821,2
2014,E01000432,7614.13835,1671,4
2014,E01000433,4326.02637,1979,2
2014,E01000434,8226.12051,1642,2
2014,E01000435,3458.2397,1422,3
2014,E01000436,4588.79875,1763,10
2014,E01000437,3243.54485,1334,7
2014,E01000438,4676.72271,1692,7
2014,E01000439,5098.75294,1370,4
2014,E01000440,3888.79878,1427,9
2014,E01000441,3851.64979,1678,3
2014,E01000442,5242.85735,1646,7
2014,E01000443,4928.86162,1271,5
2014,E01000444,9072.67601,1633,9
2014,E01000445,6158.32471,1635,10
2014,E01000446,5472.11307,1583,9
2014,E01000447,10122.1687,1602,8
2014,E01000448,4873.65387,1359,10
2014,E01000449,6194.51827,1511,10
2014,E01000450,3289.8017,1832,5
2014,E01000451,3021.21469,1738,9
2014,E01000452,2407.73651,1428,9
2014,E01000453,2618.16299,1492,9
2014,E01000454,3313.53575,1629,5
2014,E01000455,3452.65634,1776,9
2014,E01000456,2625.94583,1481,9
2014,E01000457,6077.6889,1946,7
2014,E01000458,3922.6627,1413,10
2014,E01000459,5193.08829,1842,6
2014,E01000460,5264.96171,1334,10
2014,E01000461,4652.35947,1626,9
2014,E01000462,6170.65385,1754,6
2014,E01000463,4306.47511,1299,10
2014,E01000464,1738.89421,1579,4
2014,E01000465,3844.3329,1707,3
2014,E01000466,23721.0671,1719,4
2014,E01000467,2808.40373,1803,5
2014,E01000468,5283.97162,3085,5
2014,E01000469,4329.70764,1786,5
2014,E01000470,5478.96527,1475,2
2014,E01000471,2165.78941,1625,5
2014,E01000472,5589.61443,1458,4
2014,E01000473,3731.72672,2315,4
2014,E01000474,3093.70969,2090,4
2014,E01000475,7105.78032,2138,5
2014,E01000476,4662.2931,1770,5
2014,E01000477,6439.22796,2119,4
2014,E01000478,3224.95595,1694,4
2014,E01000479,5333.9804,1628,6
2014,E01000480,5448.01081,1780,7
2014,E01000481,4340.71461,1561,3
2014,E01000482,5173.1992,2940,2
2014,E01000483,2736.70406,1873,2
2014,E01000484,3742.44761,1475,2
2014,E01000485,2991.14312,1460,3
2014,E01000486,11890.9649,1702,6
2014,E01000487,4706.37256,1951,6
2014,E01000488,2301.36834,1585,4
2014,E01000489,3762.18192,1473,4
2014,E01000490,1957.05697,1681,4
2014,E01000491,4206.96882,2043,5
2014,E01000492,2208.6114,1308,7
2014,E01000493,2978.79921,1647,7
2014,E01000494,3628.74896,1675,5
2014,E01000495,2076.5635,1614,3
2014,E01000497,4616.08663,1722,4
2014,E01000498,3316.96183,1674,3
2014,E01000499,9829.50093,1709,3
2014,E01000501,2755.1224,1902,2
2014,E01000502,3333.11327,1499,3
2014,E01000503,3907.79381,2060,3
2014,E01000504,2455.07062,1730,5
2014,E01000505,2565.80716,1748,5
2014,E01000506,4071.73368,1867,3
2014,E01000507,2669.87316,1651,4
2014,E01000508,4234.82634,2105,2
2014,E01000509,3719.46897,1433,2
2014,E01000510,4027.56595,1707,3
2014,E01000511,2912.49686,1615,3
2014,E01000512,2872.69827,1827,5
2014,E01000513,3104.19635,1606,6
2014,E01000514,2415.48521,1557,6
2014,E01000515,4295.07269,1878,3
2014,E01000516,3767.6979,1661,5
2014,E01000517,3562.57228,1589,7
2014,E01000518,5816.59053,1686,4
2014,E01000519,5219.93606,1946,5
2014,E01000520,3722.39294,1721,5
2014,E01000521,3145.71421,2310,1
2014,E01000522,2387.31107,1892,3
2014,E01000523,2817.08023,2676,3
2014,E01000524,3359.36922,2722,1
2014,E01000525,2186.88192,2007,2
2014,E01000526,3278.56811,2213,2
2014,E01000527,2564.80047,2152,2
2014,E01000528,2397.60168,1466,1
2014,E01000530,3205.25053,1799,6
2014,E01000531,1884.58145,2157,4
2014,E01000532,2232.63218,1669,4
2014,E01000533,3214.0328,2432,2
2014,E01000534,2449.66485,1716,5
2014,E01000535,3309.0908,2139,3
2014,E01000536,5231.82655,1627,8
2014,E01000538,4151.63762,1504,8
2014,E01000539,3536.15563,1510,8
2014,E01000540,3823.16116,1405,8
2014,E01000541,3980.54557,1404,6
2014,E01000543,4323.33968,1571,5
2014,E01000544,1752.82859,1587,2
2014,E01000545,1719.61718,1829,3
2014,E01000546,1868.49372,1677,4
2014,E01000547,1755.18551,1801,4
2014,E01000548,2220.39054,2084,3
2014,E01000549,1749.193,1905,6
2014,E01000550,2160.42518,1708,2
2014,E01000551,2081.05397,2417,2
2014,E01000552,2324.28693,1607,2
2014,E01000553,2523.91981,2228,3
2014,E01000554,2986.20336,1917,5
2014,E01000555,3042.6012,1587,6
2014,E01000556,2096.91324,2055,3
2014,E01000557,1945.21937,1896,4
2014,E01000558,2401.2398,1559,3
2014,E01000559,1505.70329,1444,4
2014,E01000560,2576.15809,1646,5
2014,E01000561,2358.18105,1820,4
2014,E01000562,5818.62405,1756,8
2014,E01000563,4883.03582,1464,8
2014,E01000564,3122.33939,1671,6
2014,E01000565,2571.78435,1601,4
2014,E01000566,2591.62538,1578,6
2014,E01000567,3487.10804,1422,5
2014,E01000568,7829.787,2572,6
2014,E01000569,2947.2753,1529,8
2014,E01000570,2447.19418,1537,4
2014,E01000571,4027.99511,1761,4
2014,E01000572,2596.14527,1485,7
2014,E01000573,3790.54362,1563,7
2014,E01000574,2216.35996,1378,8
2014,E01000575,4193.86035,1933,6
2014,E01000576,2845.88195,1640,6
2014,E01000577,5537.82491,2396,3
2014,E01000578,4756.32643,1965,3
2014,E01000579,1990.54466,1601,3
2014,E01000580,5169.53709,2041,5
2014,E01000581,2435.5841,1516,6
2014,E01000582,2599.2849,1758,6
2014,E01000583,3206.86387,2257,5
2014,E01000584,1609.2012,1658,6
2014,E01000585,1570.88955,1776,7
2014,E01000586,3389.50672,2612,5
2014,E01000587,3347.72633,1696,6
2014,E01000588,5226.48733,2137,4
2014,E01000589,6119.05759,2012,5
2014,E01000590,4309.70511,1829,5
2014,E01000591,5529.81233,2162,5
2014,E01000592,2988.46498,1617,5
2014,E01000593,2816.95493,2164,5
2014,E01000594,4458.75751,1701,6
2014,E01000595,3241.44441,1650,1
2014,E01000596,3622.57341,1765,1
2014,E01000599,1916.93336,1321,1
2014,E01000600,25934.9167,2439,2
2014,E01000601,10332.2126,1459,1
2014,E01000602,2738.7749,1563,2
2014,E01000603,2461.69419,1553,2
2014,E01000604,3302.14527,1736,2
2014,E01000605,4330.99989,1599,1
2014,E01000606,2176.05446,1776,5
2014,E01000607,3592.13175,2254,5
2014,E01000608,7111.27134,2285,4
2014,E01000609,3606.29335,2098,5
2014,E01000610,3981.16384,2117,4
2014,E01000611,1999.68259,1466,4
2014,E01000612,4037.24662,1619,4
2014,E01000613,2862.01127,1810,4
2014,E01000615,9403.18644,1757,5
2014,E01000616,2977.76458,1775,4
2014,E01000617,4226.40068,1832,4
2014,E01000618,2626.60466,1560,4
2014,E01000619,4315.16637,1527,5
2014,E01000620,5585.33168,1660,5
2014,E01000621,4017.06168,1820,4
2014,E01000622,4593.2823,1677,3
2014,E01000623,4532.66537,1716,6
2014,E01000624,5469.7941,1690,5
2014,E01000625,3895.70761,1695,4
2014,E01000626,3305.4954,1569,2
2014,E01000627,5300.47806,2147,2
2014,E01000628,6300.65527,1958,2
2014,E01000629,4861.04512,1980,6
2014,E01000630,3046.71231,2622,3
2014,E01000631,2967.9362,2037,6
2014,E01000632,2870.00559,2250,5
2014,E01000633,3271.72735,2171,4
2014,E01000634,3169.5236,2687,4
2014,E01000635,3895.16252,2537,3
2014,E01000636,2980.54906,1871,5
2014,E01000637,1325.30096,1690,4
2014,E01000638,5859.94219,2153,3
2014,E01000639,1698.08467,1879,4
2014,E01000640,2521.5123,2458,3
2014,E01000641,1961.77117,2105,3
2014,E01000642,3207.89499,2153,3
2014,E01000643,8100.89885,2210,1
2014,E01000644,2192.07869,2044,4
2014,E01000645,8766.84433,1464,10
2014,E01000646,4959.55856,1704,8
2014,E01000647,4438.9244,1663,9
2014,E01000648,5427.90111,1832,9
2014,E01000649,10080.2336,2058,8
2014,E01000650,8825.38437,1867,7
2014,E01000651,4458.69007,1664,8
2014,E01000652,5679.28753,1609,9
2014,E01000653,6453.49696,1597,8
2014,E01000654,5108.13522,1287,9
2014,E01000655,3455.61686,1395,8
2014,E01000656,13326.9057,1396,9
2014,E01000657,4510.83898,1581,7
2014,E01000658,12209.2154,1321,9
2014,E01000659,3910.54389,1440,9
2014,E01000661,9110.54384,2115,2
2014,E01000662,5916.10025,1757,5
2014,E01000663,4599.97648,1707,6
2014,E01000664,4351.88694,1622,5
2014,E01000665,8384.16566,1866,8
2014,E01000666,20706.2725,1828,10
2014,E01000667,8894.98572,1652,9
2014,E01000668,6486.2247,1864,7
2014,E01000669,2954.97341,1712,8
2014,E01000670,5886.38532,2036,10
2014,E01000671,4652.75598,2098,8
2014,E01000672,4828.90855,1558,9
2014,E01000673,4066.36132,1583,9
2014,E01000674,4449.15161,1660,7
2014,E01000675,10040.9219,1782,8
2014,E01000676,6671.51132,1888,5
2014,E01000677,4705.57813,1898,7
2014,E01000678,6325.17448,1803,8
2014,E01000679,3955.30711,1745,8
2014,E01000680,43238.8949,1630,8
2014,E01000681,4100.9118,1717,10
2014,E01000682,5036.71872,1537,10
2014,E01000683,4858.15896,1633,7
2014,E01000684,6259.7903,2120,10
2014,E01000685,6807.96807,1583,7
2014,E01000686,7726.15826,1533,9
2014,E01000687,6834.30356,1619,9
2014,E01000688,5368.8004,1376,10
2014,E01000689,10372.7841,1417,4
2014,E01000690,4507.89901,1421,9
2014,E01000691,4273.73995,1473,7
2014,E01000692,6462.84055,1595,9
2014,E01000693,16881.1173,1704,7
2014,E01000694,8785.48739,2053,9
2014,E01000695,6663.16348,1533,9
2014,E01000696,14176.2687,1623,9
2014,E01000697,7588.3072,1741,10
2014,E01000698,7851.67103,1165,7
2014,E01000699,1914.99843,1540,5
2014,E01000700,2928.04391,1553,7
2014,E01000701,2067.29869,1412,7
2014,E01000702,1904.048,1386,8
2014,E01000703,3967.02951,1715,8
2014,E01000704,6094.97361,1469,8
2014,E01000705,2301.07441,1373,6
2014,E01000706,4142.07072,1325,6
2014,E01000707,2792.35049,1529,10
2014,E01000708,5035.6741,1627,9
2014,E01000709,4462.06403,1362,6
2014,E01000710,7111.56923,1728,8
2014,E01000711,5173.45347,1898,7
2014,E01000712,5528.18784,1745,9
2014,E01000713,6089.98753,1745,9
2014,E01000714,8939.46342,2148,8
2014,E01000715,5746.00659,1735,9
2014,E01000716,5548.71931,1628,9
2014,E01000717,5486.28218,1718,9
2014,E01000718,4735.93699,2256,3
2014,E01000719,6263.2418,2036,4
2014,E01000720,43006.952,1771,2
2014,E01000721,3581.00999,1365,2
2014,E01000722,9116.18252,1695,4
2014,E01000723,4676.49819,1227,7
2014,E01000724,4614.02883,1817,2
2014,E01000725,5573.4912,1661,3
2014,E01000726,3898.15926,1270,6
2014,E01000727,6078.82251,1645,6
2014,E01000728,16580.4188,1510,5
2014,E01000729,4336.44938,1845,2
2014,E01000730,5193.94315,1725,2
2014,E01000731,3018.72881,1418,3
2014,E01000732,4256.85414,1487,6
2014,E01000733,5762.83843,1604,5
2014,E01000734,3346.16422,1403,7
2014,E01000735,6584.20298,1503,3
2014,E01000736,4094.44131,1576,4
2014,E01000737,4391.80283,1336,3
2014,E01000738,7566.77105,1529,5
2014,E01000739,3484.87823,1601,2
2014,E01000740,10285.591,1946,4
2014,E01000741,2560.47659,1776,4
2014,E01000742,4489.54989,2146,4
2014,E01000743,3205.2618,1872,2
2014,E01000744,2122.50901,1561,2
2014,E01000745,8058.01071,1794,5
2014,E01000746,3639.09091,2032,6
2014,E01000747,43648.222,1975,5
2014,E01000748,42990.0144,1572,7
2014,E01000749,36013.8504,1685,7
2014,E01000750,3755.12247,1541,3
